	filename	scene_label
128	audio/street_traffic-london-169-5168-a.wav	outdoor
129	audio/street_traffic-paris-171-5259-a.wav	outdoor
130	audio/metro_station-prague-1019-42458-a.wav	indoor
131	audio/shopping_mall-vienna-139-4224-a.wav	indoor
132	audio/tram-london-188-5806-a.wav	transportation
133	audio/metro-stockholm-55-1607-a.wav	transportation
134	audio/street_pedestrian-barcelona-144-4360-a.wav	outdoor
135	audio/tram-barcelona-180-5568-a.wav	transportation
136	audio/bus-paris-26-920-a.wav	transportation
137	audio/bus-helsinki-19-757-a.wav	transportation
138	audio/bus-lyon-1159-43767-a.wav	transportation
139	audio/bus-lyon-1001-42440-a.wav	transportation
140	audio/bus-lyon-1129-43242-a.wav	transportation
141	audio/park-vienna-104-2976-a.wav	outdoor
142	audio/public_square-barcelona-109-3127-a.wav	outdoor
143	audio/tram-helsinki-182-5654-a.wav	transportation
144	audio/park-helsinki-92-2567-a.wav	outdoor
145	audio/public_square-stockholm-119-3512-a.wav	outdoor
146	audio/metro_station-paris-77-2121-a.wav	indoor
147	audio/park-lisbon-1057-43282-a.wav	outdoor
148	audio/tram-lyon-1093-43381-a.wav	transportation
149	audio/bus-vienna-40-1202-a.wav	transportation
150	audio/street_pedestrian-vienna-158-4799-a.wav	outdoor
151	audio/street_pedestrian-stockholm-157-4769-a.wav	outdoor
152	audio/tram-barcelona-179-5536-a.wav	transportation
153	audio/park-vienna-104-2959-a.wav	outdoor
154	audio/street_traffic-helsinki-165-5068-a.wav	outdoor
155	audio/metro-paris-54-1595-a.wav	transportation
156	audio/public_square-paris-118-3449-a.wav	outdoor
157	audio/public_square-prague-1111-41798-a.wav	outdoor
158	audio/tram-london-187-5788-a.wav	transportation
159	audio/park-helsinki-94-2616-a.wav	outdoor
160	audio/tram-paris-196-5921-a.wav	transportation
161	audio/street_traffic-lyon-1045-42025-a.wav	outdoor
162	audio/public_square-london-113-3288-a.wav	outdoor
163	audio/street_pedestrian-stockholm-156-4746-a.wav	outdoor
164	audio/street_pedestrian-paris-152-4609-a.wav	outdoor
165	audio/tram-helsinki-183-5679-a.wav	transportation
166	audio/bus-lyon-1001-43538-a.wav	transportation
167	audio/street_traffic-prague-1153-41167-a.wav	outdoor
168	audio/park-london-96-2695-a.wav	outdoor
169	audio/park-lyon-1060-42358-a.wav	outdoor
170	audio/airport-paris-7-311-a.wav	indoor
171	audio/metro-barcelona-42-1273-a.wav	transportation
172	audio/metro-vienna-60-1819-a.wav	transportation
173	audio/shopping_mall-vienna-139-4237-a.wav	indoor
174	audio/bus-lyon-1073-40690-a.wav	transportation
175	audio/public_square-lisbon-1116-40380-a.wav	outdoor
176	audio/street_traffic-prague-1153-41405-a.wav	outdoor
177	audio/tram-paris-191-5846-a.wav	transportation
178	audio/street_pedestrian-vienna-159-4830-a.wav	outdoor
179	audio/tram-lisbon-1035-42859-a.wav	transportation
180	audio/park-paris-98-2774-a.wav	outdoor
181	audio/tram-prague-1109-42271-a.wav	transportation
182	audio/park-barcelona-90-2469-a.wav	outdoor
183	audio/tram-vienna-202-6095-a.wav	transportation
184	audio/shopping_mall-stockholm-136-4114-a.wav	indoor
185	audio/bus-paris-30-975-a.wav	transportation
186	audio/park-lyon-1060-44020-a.wav	outdoor
187	audio/shopping_mall-prague-1053-42425-a.wav	indoor
188	audio/street_pedestrian-lyon-1003-42432-a.wav	outdoor
189	audio/street_pedestrian-prague-1037-41296-a.wav	outdoor
190	audio/airport-london-6-278-a.wav	indoor
191	audio/airport-helsinki-3-127-a.wav	indoor
192	audio/public_square-paris-117-3421-a.wav	outdoor
193	audio/bus-helsinki-19-775-a.wav	transportation
194	audio/airport-paris-9-377-a.wav	indoor
195	audio/shopping_mall-helsinki-129-3850-a.wav	indoor
196	audio/bus-vienna-40-1197-a.wav	transportation
197	audio/street_pedestrian-lisbon-1099-43338-a.wav	outdoor
198	audio/park-lisbon-1104-42549-a.wav	outdoor
199	audio/street_pedestrian-barcelona-142-4313-a.wav	outdoor
200	audio/metro-prague-1022-40305-a.wav	transportation
201	audio/street_pedestrian-lisbon-1099-41223-a.wav	outdoor
202	audio/public_square-prague-1075-43001-a.wav	outdoor
203	audio/park-paris-99-2784-a.wav	outdoor
204	audio/metro_station-prague-1019-40721-a.wav	indoor
205	audio/bus-london-23-855-a.wav	transportation
206	audio/public_square-barcelona-109-3148-a.wav	outdoor
207	audio/street_traffic-vienna-176-5438-a.wav	outdoor
208	audio/bus-london-24-867-a.wav	transportation
209	audio/street_traffic-paris-172-5269-a.wav	outdoor
210	audio/shopping_mall-vienna-138-4191-a.wav	indoor
211	audio/metro-helsinki-45-1332-a.wav	transportation
212	audio/metro-london-48-1476-a.wav	transportation
213	audio/bus-paris-27-927-a.wav	transportation
214	audio/metro_station-prague-1130-42600-a.wav	indoor
215	audio/metro_station-vienna-87-2384-a.wav	indoor
216	audio/public_square-stockholm-120-3554-a.wav	outdoor
217	audio/airport-paris-9-373-a.wav	indoor
218	audio/public_square-paris-116-3387-a.wav	outdoor
219	audio/street_pedestrian-london-151-4589-a.wav	outdoor
220	audio/metro-barcelona-42-1280-a.wav	transportation
221	audio/shopping_mall-stockholm-137-4167-a.wav	indoor
222	audio/street_pedestrian-barcelona-141-4297-a.wav	outdoor
223	audio/airport-vienna-13-541-a.wav	indoor
224	audio/street_pedestrian-paris-153-4623-a.wav	outdoor
225	audio/airport-helsinki-3-139-a.wav	indoor
226	audio/tram-stockholm-198-5978-a.wav	transportation
227	audio/park-london-95-2657-a.wav	outdoor
228	audio/street_traffic-helsinki-165-5075-a.wav	outdoor
229	audio/tram-lyon-1103-41892-a.wav	transportation
230	audio/street_pedestrian-lyon-1047-42134-a.wav	outdoor
231	audio/metro-helsinki-45-1337-a.wav	transportation
232	audio/metro_station-vienna-87-2387-a.wav	indoor
233	audio/metro_station-paris-77-2119-a.wav	indoor
234	audio/airport-prague-1023-42171-a.wav	indoor
235	audio/street_pedestrian-stockholm-157-4781-a.wav	outdoor
236	audio/metro_station-paris-78-2141-a.wav	indoor
237	audio/street_pedestrian-london-151-4572-a.wav	outdoor
238	audio/shopping_mall-prague-1031-40390-a.wav	indoor
239	audio/street_traffic-paris-172-5291-a.wav	outdoor
240	audio/park-london-96-2692-a.wav	outdoor
241	audio/metro_station-helsinki-67-2004-a.wav	indoor
242	audio/street_pedestrian-stockholm-156-4736-a.wav	outdoor
243	audio/street_pedestrian-london-151-4595-a.wav	outdoor
244	audio/metro_station-vienna-87-2385-a.wav	indoor
245	audio/tram-vienna-201-6057-a.wav	transportation
246	audio/park-stockholm-101-2884-a.wav	outdoor
247	audio/street_traffic-vienna-178-5488-a.wav	outdoor
248	audio/park-stockholm-102-2887-a.wav	outdoor
249	audio/tram-vienna-201-6065-a.wav	transportation
250	audio/metro-prague-1026-42113-a.wav	transportation
251	audio/street_traffic-vienna-176-5439-a.wav	outdoor
252	audio/tram-lyon-1112-42470-a.wav	transportation
253	audio/bus-barcelona-17-673-a.wav	transportation
254	audio/tram-london-186-5777-a.wav	transportation
255	audio/metro-vienna-58-1729-a.wav	transportation
256	audio/airport-barcelona-1-51-a.wav	indoor
257	audio/tram-london-187-5794-a.wav	transportation
258	audio/street_traffic-lisbon-1008-43763-a.wav	outdoor
259	audio/metro-lisbon-1160-40925-a.wav	transportation
260	audio/bus-stockholm-35-1053-a.wav	transportation
261	audio/bus-vienna-38-1121-a.wav	transportation
262	audio/shopping_mall-stockholm-136-4106-a.wav	indoor
263	audio/street_traffic-lyon-1045-41482-a.wav	outdoor
264	audio/airport-barcelona-1-79-a.wav	indoor
265	audio/public_square-barcelona-108-3108-a.wav	outdoor
266	audio/bus-stockholm-35-1047-a.wav	transportation
267	audio/public_square-prague-1027-41014-a.wav	outdoor
268	audio/shopping_mall-lisbon-1002-41923-a.wav	indoor
269	audio/metro-lyon-1126-43833-a.wav	transportation
270	audio/street_pedestrian-lyon-1003-40003-a.wav	outdoor
271	audio/shopping_mall-stockholm-137-4149-a.wav	indoor
272	audio/metro-paris-54-1602-a.wav	transportation
273	audio/public_square-helsinki-112-3259-a.wav	outdoor
274	audio/airport-barcelona-2-98-a.wav	indoor
275	audio/metro_station-stockholm-85-2297-a.wav	indoor
276	audio/bus-helsinki-18-739-a.wav	transportation
277	audio/street_pedestrian-london-150-4540-a.wav	outdoor
278	audio/metro_station-stockholm-83-2226-a.wav	indoor
279	audio/shopping_mall-vienna-139-4225-a.wav	indoor
280	audio/public_square-barcelona-108-3091-a.wav	outdoor
281	audio/metro_station-barcelona-61-1844-a.wav	indoor
282	audio/bus-stockholm-36-1079-a.wav	transportation
283	audio/airport-prague-1069-41725-a.wav	indoor
284	audio/street_pedestrian-lisbon-1004-40952-a.wav	outdoor
285	audio/public_square-helsinki-111-3211-a.wav	outdoor
286	audio/metro-lyon-1149-40951-a.wav	transportation
287	audio/park-paris-99-2795-a.wav	outdoor
288	audio/tram-paris-195-5908-a.wav	transportation
289	audio/street_traffic-stockholm-173-5311-a.wav	outdoor
290	audio/metro-paris-49-1500-a.wav	transportation
291	audio/bus-lyon-1124-43829-a.wav	transportation
292	audio/park-vienna-105-2998-a.wav	outdoor
293	audio/street_traffic-stockholm-173-5305-a.wav	outdoor
294	audio/shopping_mall-paris-132-3960-a.wav	indoor
295	audio/tram-paris-195-5904-a.wav	transportation
296	audio/park-stockholm-102-2888-a.wav	outdoor
297	audio/metro_station-prague-1118-43632-a.wav	indoor
298	audio/public_square-vienna-122-3620-a.wav	outdoor
299	audio/bus-stockholm-34-1039-a.wav	transportation
300	audio/street_pedestrian-lisbon-1098-43711-a.wav	outdoor
301	audio/metro-london-46-1414-a.wav	transportation
302	audio/street_pedestrian-london-151-4590-a.wav	outdoor
303	audio/street_pedestrian-helsinki-147-4456-a.wav	outdoor
304	audio/street_traffic-prague-1153-41805-a.wav	outdoor
305	audio/street_traffic-paris-171-5252-a.wav	outdoor
306	audio/metro-barcelona-41-1227-a.wav	transportation
307	audio/park-london-97-2740-a.wav	outdoor
308	audio/airport-prague-1023-40027-a.wav	indoor
309	audio/bus-lyon-1001-40001-a.wav	transportation
310	audio/shopping_mall-helsinki-130-3900-a.wav	indoor
311	audio/park-london-95-2653-a.wav	outdoor
312	audio/public_square-paris-117-3412-a.wav	outdoor
313	audio/shopping_mall-stockholm-137-4140-a.wav	indoor
314	audio/tram-barcelona-179-5528-a.wav	transportation
315	audio/street_traffic-barcelona-162-4969-a.wav	outdoor
316	audio/park-vienna-105-3009-a.wav	outdoor
317	audio/public_square-vienna-123-3642-a.wav	outdoor
318	audio/tram-paris-194-5881-a.wav	transportation
319	audio/shopping_mall-lisbon-1002-42772-a.wav	indoor
320	audio/street_pedestrian-paris-154-4664-a.wav	outdoor
321	audio/street_pedestrian-stockholm-157-4780-a.wav	outdoor
322	audio/bus-vienna-39-1151-a.wav	transportation
323	audio/public_square-stockholm-119-3502-a.wav	outdoor
324	audio/tram-paris-196-5917-a.wav	transportation
325	audio/airport-prague-1015-40019-a.wav	indoor
326	audio/street_pedestrian-london-149-4509-a.wav	outdoor
327	audio/street_traffic-lisbon-1067-41386-a.wav	outdoor
328	audio/street_traffic-prague-1033-43985-a.wav	outdoor
329	audio/metro-lisbon-1055-42479-a.wav	transportation
330	audio/airport-lyon-1101-44017-a.wav	indoor
331	audio/metro-vienna-58-1741-a.wav	transportation
332	audio/metro_station-paris-82-2205-a.wav	indoor
333	audio/airport-lisbon-1114-42954-a.wav	indoor
334	audio/street_traffic-paris-171-5261-a.wav	outdoor
335	audio/tram-paris-195-5895-a.wav	transportation
336	audio/street_pedestrian-london-151-4600-a.wav	outdoor
337	audio/bus-helsinki-18-728-a.wav	transportation
338	audio/street_pedestrian-lisbon-1098-40973-a.wav	outdoor
339	audio/metro-lyon-1064-40950-a.wav	transportation
340	audio/park-lisbon-1052-42979-a.wav	outdoor
341	audio/shopping_mall-vienna-138-4176-a.wav	indoor
342	audio/public_square-lisbon-1039-41993-a.wav	outdoor
343	audio/street_pedestrian-lyon-1072-42578-a.wav	outdoor
344	audio/public_square-barcelona-107-3082-a.wav	outdoor
345	audio/public_square-helsinki-111-3230-a.wav	outdoor
346	audio/public_square-paris-118-3450-a.wav	outdoor
347	audio/shopping_mall-lisbon-1137-43432-a.wav	indoor
348	audio/metro-helsinki-45-1345-a.wav	transportation
349	audio/tram-barcelona-180-5571-a.wav	transportation
350	audio/public_square-prague-1152-42311-a.wav	outdoor
351	audio/airport-vienna-14-581-a.wav	indoor
352	audio/airport-lisbon-1000-42416-a.wav	indoor
353	audio/public_square-prague-1111-41808-a.wav	outdoor
354	audio/metro-paris-54-1569-a.wav	transportation
355	audio/street_pedestrian-lyon-1072-40399-a.wav	outdoor
356	audio/public_square-barcelona-107-3062-a.wav	outdoor
357	audio/park-barcelona-91-2514-a.wav	outdoor
358	audio/bus-paris-26-921-a.wav	transportation
359	audio/airport-stockholm-10-432-a.wav	indoor
360	audio/shopping_mall-paris-132-3986-a.wav	indoor
361	audio/bus-lyon-1159-42272-a.wav	transportation
362	audio/street_traffic-paris-171-5265-a.wav	outdoor
363	audio/metro_station-helsinki-65-1955-a.wav	indoor
364	audio/metro-lisbon-1145-42784-a.wav	transportation
365	audio/metro_station-london-73-2070-a.wav	indoor
366	audio/metro-prague-1022-40026-a.wav	transportation
367	audio/street_traffic-stockholm-175-5382-a.wav	outdoor
368	audio/shopping_mall-prague-1009-43019-a.wav	indoor
369	audio/street_pedestrian-stockholm-156-4729-a.wav	outdoor
370	audio/public_square-london-115-3359-a.wav	outdoor
371	audio/metro-prague-1022-42794-a.wav	transportation
372	audio/bus-helsinki-20-792-a.wav	transportation
373	audio/shopping_mall-barcelona-125-3713-a.wav	indoor
374	audio/shopping_mall-barcelona-127-3777-a.wav	indoor
375	audio/public_square-lyon-1017-40201-a.wav	outdoor
376	audio/street_traffic-paris-170-5218-a.wav	outdoor
377	audio/airport-barcelona-1-60-a.wav	indoor
378	audio/street_pedestrian-prague-1037-42417-a.wav	outdoor
379	audio/street_traffic-lisbon-1076-43662-a.wav	outdoor
380	audio/tram-prague-1042-42806-a.wav	transportation
381	audio/shopping_mall-stockholm-136-4107-a.wav	indoor
382	audio/shopping_mall-helsinki-128-3832-a.wav	indoor
383	audio/bus-lisbon-1070-40102-a.wav	transportation
384	audio/shopping_mall-paris-134-4063-a.wav	indoor
385	audio/street_traffic-stockholm-175-5391-a.wav	outdoor
386	audio/park-london-96-2701-a.wav	outdoor
387	audio/airport-paris-7-333-a.wav	indoor
388	audio/park-barcelona-90-2500-a.wav	outdoor
389	audio/tram-barcelona-179-5524-a.wav	transportation
390	audio/metro_station-stockholm-85-2299-a.wav	indoor
391	audio/park-prague-1105-42373-a.wav	outdoor
392	audio/metro-vienna-60-1811-a.wav	transportation
393	audio/metro_station-prague-1019-41431-a.wav	indoor
394	audio/tram-paris-194-5882-a.wav	transportation
395	audio/metro_station-barcelona-63-1898-a.wav	indoor
396	audio/public_square-lisbon-1039-41847-a.wav	outdoor
397	audio/park-london-97-2733-a.wav	outdoor
398	audio/park-prague-1038-41910-a.wav	outdoor
399	audio/park-lisbon-1052-42392-a.wav	outdoor
400	audio/street_traffic-barcelona-161-4916-a.wav	outdoor
401	audio/shopping_mall-paris-134-4042-a.wav	indoor
402	audio/tram-london-186-5771-a.wav	transportation
403	audio/metro-london-46-1406-a.wav	transportation
404	audio/tram-lisbon-1100-42554-a.wav	transportation
405	audio/metro-london-48-1456-a.wav	transportation
406	audio/street_pedestrian-stockholm-155-4680-a.wav	outdoor
407	audio/bus-prague-1030-40237-a.wav	transportation
408	audio/metro-lyon-1082-42541-a.wav	transportation
409	audio/street_traffic-vienna-177-5464-a.wav	outdoor
410	audio/metro_station-london-74-2080-a.wav	indoor
411	audio/bus-stockholm-35-1060-a.wav	transportation
412	audio/shopping_mall-stockholm-136-4127-a.wav	indoor
413	audio/bus-barcelona-16-636-a.wav	transportation
414	audio/street_traffic-paris-172-5268-a.wav	outdoor
415	audio/street_traffic-lisbon-1008-40278-a.wav	outdoor
416	audio/bus-paris-29-957-a.wav	transportation
417	audio/street_traffic-barcelona-162-4956-a.wav	outdoor
418	audio/metro_station-paris-79-2159-a.wav	indoor
419	audio/park-lyon-1012-43609-a.wav	outdoor
420	audio/street_pedestrian-prague-1037-40046-a.wav	outdoor
421	audio/street_pedestrian-helsinki-147-4463-a.wav	outdoor
422	audio/metro_station-lisbon-1020-40321-a.wav	indoor
423	audio/metro_station-prague-1019-40831-a.wav	indoor
424	audio/public_square-helsinki-112-3239-a.wav	outdoor
425	audio/street_traffic-helsinki-164-5028-a.wav	outdoor
426	audio/bus-barcelona-17-692-a.wav	transportation
427	audio/airport-prague-1023-40758-a.wav	indoor
428	audio/airport-helsinki-3-163-a.wav	indoor
429	audio/public_square-barcelona-109-3157-a.wav	outdoor
430	audio/public_square-lisbon-1068-43451-a.wav	outdoor
431	audio/shopping_mall-paris-132-3967-a.wav	indoor
432	audio/public_square-paris-117-3434-a.wav	outdoor
433	audio/public_square-lisbon-1116-40323-a.wav	outdoor
434	audio/public_square-paris-116-3408-a.wav	outdoor
435	audio/park-vienna-105-2983-a.wav	outdoor
436	audio/airport-prague-1069-41895-a.wav	indoor
437	audio/park-stockholm-103-2938-a.wav	outdoor
438	audio/public_square-london-115-3350-a.wav	outdoor
439	audio/shopping_mall-lisbon-1137-40785-a.wav	indoor
440	audio/metro-lisbon-1145-41027-a.wav	transportation
441	audio/street_pedestrian-vienna-159-4838-a.wav	outdoor
442	audio/metro-prague-1081-42414-a.wav	transportation
443	audio/tram-vienna-201-6073-a.wav	transportation
444	audio/street_traffic-vienna-178-5485-a.wav	outdoor
445	audio/public_square-lyon-1056-43135-a.wav	outdoor
446	audio/metro-prague-1026-41023-a.wav	transportation
447	audio/metro-lyon-1126-41268-a.wav	transportation
448	audio/street_pedestrian-prague-1085-41265-a.wav	outdoor
449	audio/public_square-barcelona-107-3055-a.wav	outdoor
450	audio/metro_station-lisbon-1007-40011-a.wav	indoor
451	audio/tram-helsinki-184-5746-a.wav	transportation
452	audio/airport-lyon-1095-43774-a.wav	indoor
453	audio/airport-lisbon-1114-40725-a.wav	indoor
454	audio/metro_station-barcelona-62-1865-a.wav	indoor
455	audio/street_traffic-paris-171-5255-a.wav	outdoor
456	audio/street_pedestrian-barcelona-142-4324-a.wav	outdoor
457	audio/metro-prague-1022-43606-a.wav	transportation
458	audio/street_traffic-paris-171-5236-a.wav	outdoor
459	audio/bus-london-25-881-a.wav	transportation
460	audio/tram-paris-193-5870-a.wav	transportation
461	audio/metro-paris-54-1577-a.wav	transportation
462	audio/public_square-vienna-124-3671-a.wav	outdoor
463	audio/park-paris-98-2748-a.wav	outdoor
464	audio/park-vienna-106-3028-a.wav	outdoor
465	audio/airport-lyon-1041-43417-a.wav	indoor
466	audio/bus-lisbon-1156-41531-a.wav	transportation
467	audio/metro-barcelona-42-1296-a.wav	transportation
468	audio/metro-paris-53-1559-a.wav	transportation
469	audio/park-london-95-2675-a.wav	outdoor
470	audio/bus-paris-31-988-a.wav	transportation
471	audio/bus-stockholm-37-1104-a.wav	transportation
472	audio/park-vienna-106-3015-a.wav	outdoor
473	audio/street_traffic-london-168-5161-a.wav	outdoor
474	audio/metro_station-stockholm-84-2261-a.wav	indoor
475	audio/street_traffic-prague-1033-43918-a.wav	outdoor
476	audio/shopping_mall-stockholm-137-4142-a.wav	indoor
477	audio/bus-paris-27-936-a.wav	transportation
478	audio/bus-helsinki-19-754-a.wav	transportation
479	audio/metro-barcelona-42-1275-a.wav	transportation
480	audio/metro-vienna-60-1817-a.wav	transportation
481	audio/metro-lisbon-1119-41979-a.wav	transportation
482	audio/airport-helsinki-3-157-a.wav	indoor
483	audio/metro-vienna-60-1788-a.wav	transportation
484	audio/public_square-lyon-1056-42243-a.wav	outdoor
485	audio/public_square-prague-1111-43798-a.wav	outdoor
486	audio/public_square-helsinki-112-3236-a.wav	outdoor
487	audio/shopping_mall-barcelona-127-3797-a.wav	indoor
488	audio/park-helsinki-92-2541-a.wav	outdoor
489	audio/park-stockholm-101-2874-a.wav	outdoor
490	audio/airport-lisbon-1122-40971-a.wav	indoor
491	audio/street_pedestrian-london-150-4566-a.wav	outdoor
492	audio/metro_station-lisbon-1021-42364-a.wav	indoor
493	audio/park-stockholm-103-2935-a.wav	outdoor
494	audio/street_pedestrian-lyon-1047-43514-a.wav	outdoor
495	audio/tram-lisbon-1035-40042-a.wav	transportation
496	audio/metro-london-46-1399-a.wav	transportation
497	audio/bus-lyon-1073-43630-a.wav	transportation
498	audio/metro-helsinki-45-1364-a.wav	transportation
